0.2126642034 -0.2563484403 0.5061769131 -0.6831650376 0.2289193177 -0.6877016024 -0.0891514613
0.2126656303 -0.2563412630 0.5061686056 -0.6831790781 0.2289066247 -0.6876929506 -0.0891432004
0.2126553714 -0.2563554273 0.5061486249 -0.6831856354 0.2289483005 -0.6876729201 -0.0891404347
0.2126517653 -0.2563609989 0.5061429674 -0.6831861453 0.2289637251 -0.6876672624 -0.0891405571
0.2126451238 -0.2563729094 0.5061363026 -0.6831821020 0.2289943465 -0.6876606677 -0.0891437655
0.2126451238 -0.2563729094 0.5061363026 -0.6831821020 0.2289943465 -0.6876606677 -0.0891437655
0.2126562324 -0.2563565029 0.5061563121 -0.6831775243 0.2289476791 -0.6876805027 -0.0891457005
0.2126597872 -0.2563512528 0.5061627151 -0.6831760594 0.2289327455 -0.6876868499 -0.0891463197
0.2126621063 -0.2563486401 0.5061682678 -0.6831730852 0.2289241152 -0.6876924998 -0.0891476899
0.2126675442 -0.2563425137 0.5061812880 -0.6831661111 0.2289038786 -0.6877057478 -0.0891509027
0.2126661409 -0.2563449498 0.5061794431 -0.6831657275 0.2289102641 -0.6877039692 -0.0891511650
0.2126549970 -0.2563642421 0.5061646924 -0.6831628222 0.2289609012 -0.6876897379 -0.0891531742
0.2126460545 -0.2563704649 0.5061349449 -0.6831854824 0.2289890685 -0.6876593783 -0.0891413623
0.2126457702 -0.2563709062 0.5061344657 -0.6831855498 0.2289902915 -0.6876589076 -0.0891413352
0.2126540675 -0.2563518880 0.5061363152 -0.6832003505 0.2289464147 -0.6876599045 -0.0891329101
0.2126552684 -0.2563491354 0.5061365829 -0.6832024927 0.2289400642 -0.6876600488 -0.0891316907
0.2126609764 -0.2563466481 0.5061588323 -0.6831836910 0.2289240091 -0.6876827604 -0.0891418130
0.2126643655 -0.2563451712 0.5061720429 -0.6831725274 0.2289144765 -0.6876962453 -0.0891478232
0.2126609901 -0.2563573543 0.5061801511 -0.6831543012 0.2289382328 -0.6877051231 -0.0891580018
0.2126584586 -0.2563664916 0.5061862323 -0.6831406315 0.2289560500 -0.6877117814 -0.0891656357
0.2126525547 -0.2563673919 0.5061596067 -0.6831648946 0.2289705134 -0.6876845892 -0.0891523193
0.2126533091 -0.2563653459 0.5061592002 -0.6831670629 0.2289660900 -0.6876840616 -0.0891511343
0.2126535566 -0.2563470456 0.5061237258 -0.6832163915 0.2289411681 -0.6876468987 -0.0891237715
0.2126535566 -0.2563470456 0.5061237258 -0.6832163915 0.2289411681 -0.6876468987 -0.0891237715
0.2126566424 -0.2563482163 0.5061411351 -0.6831990134 0.2289357533 -0.6876647101 -0.0891334682
0.2126579384 -0.2563487080 0.5061484470 -0.6831917145 0.2289334791 -0.6876721909 -0.0891375409
0.2126578750 -0.2563630194 0.5061768472 -0.6831524899 0.2289527242 -0.6877019327 -0.0891592735
0.2126578500 -0.2563686418 0.5061880045 -0.6831370802 0.2289602848 -0.6877136170 -0.0891678113
0.2126577264 -0.2563670143 0.5061840000 -0.6831422598 0.2289584140 -0.6877094770 -0.0891648616
0.2126575539 -0.2563640023 0.5061767657 -0.6831516730 0.2289548415 -0.6877020182 -0.0891594443
0.2126565095 -0.2563451349 0.5061337972 -0.6832085761 0.2289320141 -0.6876571796 -0.0891278725
0.2126564961 -0.2563448930 0.5061332463 -0.6832093057 0.2289317215 -0.6876566047 -0.0891274677
0.2126532120 -0.2563508752 0.5061299444 -0.6832072266 0.2289469897 -0.6876533903 -0.0891289859
0.2126523568 -0.2563524330 0.5061290845 -0.6832066852 0.2289509658 -0.6876525533 -0.0891293813
0.2126526606 -0.2563604412 0.5061466938 -0.6831831393 0.2289609388 -0.6876709256 -0.0891424887
0.2126530492 -0.2563706843 0.5061692173 -0.6831530226 0.2289736949 -0.6876944251 -0.0891592540
0.2126557537 -0.2563673152 0.5061752393 -0.6831502659 0.2289631950 -0.6877004890 -0.0891605669
0.2126612447 -0.2563604749 0.5061874657 -0.6831446691 0.2289418770 -0.6877128005 -0.0891632324
0.2126613189 -0.2563592623 0.5061853711 -0.6831476954 0.2289400990 -0.6877106055 -0.0891615394
0.2126620711 -0.2563439306 0.5061580014 -0.6831867948 0.2289180339 -0.6876819427 -0.0891396815
0.2126510880 -0.2563556415 0.5061293826 -0.6832036394 0.2289580299 -0.6876530016 -0.0891311226
0.2126510880 -0.2563556415 0.5061293826 -0.6832036394 0.2289580299 -0.6876530016 -0.0891311226
0.2126476935 -0.2563706321 0.5061433800 -0.6831774244 0.2289855633 -0.6876679622 -0.0891459047
